iter	RMSE
393	4.137246695
394	4.133563252
395	4.130494102
396	4.126021161
397	4.12425317
398	4.124048863
399	4.119498003
400	4.118060316
401	4.11475598
402	4.110307867
403	4.10652779
404	4.102099964
405	4.101500555
406	4.09978469
407	4.096235747
408	4.094276332
409	4.091824466
410	4.087872848
411	4.087438979
412	4.086202372
413	4.081703883
414	4.081371988
415	4.078336613
416	4.075645273
417	4.070112959
418	4.066751497
419	4.063518992
420	4.060574241
421	4.059581601
422	4.057519259
423	4.054666493
424	4.053316349
425	4.051771097
426	4.049828905
427	4.046830618
428	4.045755439
429	4.045560155
430	4.044158245
431	4.042115381
432	4.041613742
433	4.03920959
434	4.036290628
435	4.033407187
436	4.029992264
437	4.026792734
438	4.026490323
439	4.026199917
440	4.025025809
441	4.02475653
442	4.020358396
443	4.018434472
444	4.015650621
445	4.01311816
446	4.009703944
447	4.00676666
448	4.005016411
449	4.004052878
450	4.001420387
451	3.999530394
452	3.997499109
453	3.995359657
454	3.991729482
455	3.987900125
456	3.984901432
457	3.981942792
458	3.97906072
459	3.975595647
460	3.975277894
461	3.970784057
462	3.968530865
463	3.96658249
464	3.964715799
465	3.961291353
466	3.959295599
467	3.959128136
468	3.955791387
469	3.954049968
470	3.952710347
471	3.94831424
472	3.94653487
473	3.946042656
474	3.944946966
475	3.94289227
476	3.939486697
477	3.935767381
478	3.935396025
479	3.93483451
480	3.934371021
481	3.929223265
482	3.929067852
483	3.926965029
484	3.922881296
485	3.922734355
486	3.919353179
487	3.916832862
488	3.915049028
489	3.912814569
490	3.90934769
491	3.906667603
492	3.904177441
493	3.900794464
494	3.899943434
495	3.895890726
496	3.893555403
497	3.890658624
498	3.887768483
499	3.886477898
500	3.884782991
501	3.882978221
502	3.882694122
503	3.880353511
504	3.878021441
505	3.877903561
506	3.87779446
507	3.874498297
508	3.872577393
509	3.868833739
510	3.866544972
511	3.864050943
512	3.861796706
513	3.858608245
514	3.856879014
515	3.855016272
516	3.853850551
517	3.85281732
518	3.849822727
519	3.849000151
520	3.846861931
521	3.844998086
522	3.843628791
523	3.839089602
524	3.837713045
525	3.834519358
526	3.834140265
527	3.832301644
528	3.829665373
529	3.828411061
530	3.825441064
531	3.825208199
532	3.82309471
533	3.821626543
534	3.820043525
535	3.814828177
536	3.811445396
537	3.80954252
538	3.807843682
539	3.80580946
540	3.804788647
541	3.803082679
542	3.802773128
543	3.800803535
544	3.800335496
545	3.796598789
546	3.793283003
547	3.791730179
548	3.788885828
549	3.786330939
550	3.784729312
551	3.78273681
552	3.78110832
553	3.778737576
554	3.777626904
555	3.775123899
556	3.770907498
557	3.769450153
558	3.767472616
559	3.766615486
560	3.765624731
561	3.763397779
562	3.761811844
563	3.76137212
564	3.760259628
565	3.75683894
566	3.755057231
567	3.754376073
568	3.751859407
569	3.750451424
570	3.747338637
571	3.745934752
572	3.744288813
573	3.741275216
574	3.739970022
575	3.739517766
576	3.737993776
577	3.737229391
578	3.733264853
579	3.731091832
580	3.730856653
581	3.729343473
582	3.72786436
583	3.725891175
584	3.724079943
585	3.718031715
586	3.716790735
587	3.713389608
588	3.708021593
589	3.705134125
590	3.702558884
591	3.699377057
592	3.698325909
593	3.697511126
594	3.696839359
595	3.696687162
596	3.695492986
597	3.693110386
598	3.691797485
599	3.690072472
600	3.687857719
601	3.685484755
602	3.683903124
603	3.68360595
604	3.681063113
605	3.677028576
606	3.67368992
607	3.671686807
608	3.671373242
609	3.67127399
610	3.670634003
611	3.669333855
612	3.669221958
613	3.666270617
614	3.662019104
615	3.658274439
616	3.656736966
617	3.655458755
618	3.652900871
619	3.648873876
620	3.645691824
621	3.644339909
622	3.643905487
623	3.642370802
624	3.639926451
625	3.638964006
626	3.637679399
627	3.636704354
628	3.63412322
629	3.628955238
630	3.626736699
631	3.623022557
632	3.622615663
633	3.620780354
634	3.619602605
635	3.619399361
636	3.617463283
637	3.616246335
638	3.613229705
639	3.612761633
640	3.612551356
641	3.611867766
642	3.610728745
643	3.607101166
644	3.606097886
645	3.602982358
646	3.601489459
647	3.597760776
648	3.593978312
649	3.593720324
650	3.591679685
651	3.590740295
652	3.589336971
653	3.588486859
654	3.588394652
655	3.587382526
656	3.583819929
657	3.581729296
658	3.578005133
659	3.57326159
660	3.570092966
661	3.56788501
662	3.563388567
663	3.560824365
664	3.559560107
665	3.558714306
666	3.556603313
667	3.556292795
668	3.554230817
669	3.553987008
670	3.551696373
671	3.549820314
672	3.547613239
673	3.5461605
674	3.545592693
675	3.54338318
676	3.539273676
677	3.536818474
678	3.532046587
679	3.529204302
680	3.527173687
681	3.525034642
682	3.523368232
683	3.52134295
684	3.517634788
685	3.516501664
686	3.515687799
687	3.514524337
688	3.513589655
689	3.513430037
690	3.512657404
691	3.511126557
692	3.510054811
693	3.50859569
694	3.508125709
695	3.505594216
696	3.501913686
697	3.501658673
698	3.500741118
699	3.498058635
700	3.495474172
701	3.493459621
702	3.490809632
703	3.488634425
704	3.487118936
705	3.482811701
706	3.481414531
707	3.479914142
708	3.47831013
709	3.475928377
710	3.47437908
711	3.473247028
712	3.470983453
713	3.470706018
714	3.470144878
715	3.468585914
716	3.468087122
717	3.467563672
718	3.466656936
719	3.464929098
720	3.463290316
721	3.462745806
722	3.462402708
723	3.4602542
724	3.458049566
725	3.457084741
726	3.454943895
727	3.451624449
728	3.451336125
729	3.450461912
730	3.448148494
731	3.447303943
732	3.446362234
733	3.443847337
734	3.443209098
735	3.440443113
736	3.440111687
737	3.438701796
738	3.437533662
739	3.43421126
740	3.434052312
741	3.433793226
742	3.433565227
743	3.431208701
744	3.429500453
745	3.42904114
746	3.428216254
747	3.426733046
748	3.425376569
749	3.423577543
750	3.422418992
751	3.422126612
752	3.42160533
753	3.420936357
754	3.420286769
755	3.417311316
756	3.417232573
757	3.416605643
758	3.415840213
759	3.415302436
760	3.411007889
761	3.410523792
762	3.407968677
763	3.407049296
764	3.406908082
765	3.405138732
766	3.402836436
767	3.402519691
768	3.400807123
769	3.399570454
770	3.39843372
771	3.39596623
772	3.39374383
773	3.392577975
774	3.3919016
775	3.387359151
776	3.386456511
777	3.384374772
778	3.381362945
779	3.379134689
780	3.378605496
781	3.377915897
782	3.377760283
783	3.376866513
784	3.37600449
785	3.373846934
786	3.373609209
787	3.372547975
788	3.370141699
789	3.366925808
790	3.365223677
791	3.361185021
792	3.358903846
793	3.356778398
794	3.355965019
795	3.352326098
796	3.351050107
797	3.349370145
798	3.348168868
799	3.346273434
800	3.343657817
801	3.341699794
802	3.341385105
803	3.339740128
804	3.338087433
805	3.337062971
806	3.336729954
807	3.333940296
808	3.332328398
809	3.330701052
810	3.33036413
811	3.328709514
812	3.326907047
813	3.325512946
814	3.323737456
815	3.322087778
816	3.321630309
817	3.321362895
818	3.32039319
819	3.319233491
820	3.31729323
821	3.316502017
822	3.315550841
823	3.315515696
824	3.314967321
825	3.312076012
826	3.309998805
827	3.309776785
828	3.309290728
829	3.307485393
830	3.306690511
831	3.302771831
832	3.301537697
833	3.299957708
834	3.295906505
835	3.295798486
836	3.292841394
837	3.291273107
838	3.288134562
839	3.287195799
840	3.285715629
841	3.282177091
842	3.28007094
843	3.278609516
844	3.27779029
845	3.277676996
846	3.277481622
847	3.275967868
848	3.274693455
849	3.274628739
850	3.273623205
851	3.272109268
852	3.270889248
853	3.270843167
854	3.270213173
855	3.26737903
856	3.264077973
857	3.262704925
858	3.262656777
859	3.259621118
860	3.259400474
861	3.257878807
862	3.257806496
863	3.256063929
864	3.254870015
865	3.253792066
866	3.252884749
867	3.252629476
868	3.250373199
869	3.250085311
870	3.248426751
871	3.248135308
872	3.247624123
873	3.245535498
874	3.243393807
875	3.239318007
876	3.238321663
877	3.238165446
878	3.236247308
879	3.235289286
880	3.234094856
881	3.232510901
882	3.230421185
883	3.230180807
884	3.225968664
885	3.225419343
886	3.223615835
887	3.219706993
888	3.217088295
889	3.215016714
890	3.213323836
891	3.212797707
892	3.21024665
893	3.207057883
894	3.204372956
895	3.203204298
896	3.202355631
897	3.201804923
898	3.201552382
899	3.199827537
900	3.198168244
901	3.196843038
902	3.194431793
903	3.193422435
904	3.189252042
905	3.188529444
906	3.185869682
907	3.184932391
908	3.184231664
909	3.183005727
910	3.182011656
911	3.180446965
912	3.178119523
913	3.177903809
914	3.175583121
915	3.174543141
916	3.173325415
917	3.172919987
918	3.1721904
919	3.171242256
920	3.170699501
921	3.167567416
922	3.1661112
923	3.165628741
924	3.163775129
925	3.162650972
926	3.161508471
927	3.16095323
928	3.159106182
929	3.157640026
930	3.156198159
931	3.155862098
932	3.155325709
933	3.154529879
934	3.152764272
935	3.152669164
936	3.151447377
937	3.149411773
938	3.149008115
939	3.148509396
940	3.148143859
941	3.146568165
942	3.144494818
943	3.144423301
944	3.143037941
945	3.141609237
946	3.138622499
947	3.13617478
948	3.134907063
949	3.133539469
950	3.133438199
951	3.132107495
952	3.129310543
953	3.129037534
954	3.12887602
955	3.128484797
956	3.124828831
957	3.124554134
958	3.123805978
959	3.121877181
960	3.120496183
961	3.119253721
962	3.118160812
963	3.117293506
964	3.116064324
965	3.112627087
966	3.111277865
967	3.110547805
968	3.110471152
969	3.109272984
970	3.107325878
971	3.106953836
972	3.105501033
973	3.105040887
974	3.103773209
975	3.101121014
976	3.100790809
977	3.098121082
978	3.094870904
979	3.092150691
980	3.089471233
981	3.088635662
982	3.088060949
983	3.085585636
984	3.085052807
985	3.083518849
986	3.082101788
987	3.080555698
988	3.078617228
989	3.077228212
990	3.07602527
991	3.0725027
992	3.071187761
993	3.070930738
994	3.068830612
995	3.068545936
996	3.068414155
997	3.067835441
998	3.064407886
999	3.063732819
